full_name,type,state,party,marker
Homer Jones,House,WA,Republican,WA1
Robert Jones,House,OH,Republican,OH4
Bartel Jonkman,House,MI,Republican,MI5
James Kem,Senate,MO,Republican,MO
Harold Knutson,House,MN,Republican,MN6
Gerald Landis,House,IN,Republican,IN7
Clarence Lea,House,CA,Democrat,CA1
Earl Lewis,House,OH,Republican,OH18
William Lewis,House,KY,Republican,KY9
Henry Lodge,Senate,MA,Republican,MA
Francis Love,House,WV,Republican,WV1
Louis Ludlow,House,IN,Democrat,IN11
Georgia Lusk,House,NM,Democrat,NM
George MacKinnon,House,MN,Republican,MN3
Franklin Maloney,House,PA,Republican,PA4
Carter Manasco,House,AL,Democrat,AL7
Joseph Mansfield,House,TX,Democrat,TX9
Frank Mathews,House,NJ,Republican,NJ4
Edward McCowen,House,OH,Republican,OH6
John McDowell,House,PA,Republican,PA29
Ernest McFarland,Senate,AZ,Democrat,AZ
Robert McGarvey,House,PA,Republican,PA2
James McGrath,Senate,RI,Democrat,RI
Kenneth McKellar,Senate,TN,Democrat,TN
Gregory McMahon,House,NY,Republican,NY4
Hugh Meade,House,MD,Democrat,MD2
Wendell Meade,House,KY,Republican,KY7
William Miller,House,CT,Republican,CT1
Edward Mitchell,House,IN,Republican,IN8
Frederick Muhlenberg,House,PA,Republican,PA13
Robert Nodar,House,NY,Republican,NY6
Fred Norman,House,WA,Republican,WA3
Herbert O’Conor,Senate,MD,Democrat,MD
Thomas Owens,House,IL,Republican,IL7
Preston Peden,House,OK,Democrat,OK7
Walter Ploeser,House,MO,Republican,MO12
David Potts,House,NY,Republican,NY26
Emory Price,House,FL,Democrat,FL2
Benjamin Rabin,House,NY,Democrat,NY24
Homer Ramey,House,OH,Republican,OH9
Leo Rayfiel,House,NY,Democrat,NY14
Albert Reeves,House,MO,Republican,MO5
Ross Rizley,House,OK,Republican,OK8
Charles Robertson,House,ND,Republican,ND
John Robsion,House,KY,Republican,KY9
Robert Rockwell,House,CO,Republican,CO4
Edward Rohrbough,House,WV,Republican,WV3
Charles Russell,House,NV,Republican,NV
George Sarbacher,House,PA,Republican,PA5
Max Schwabe,House,MO,Republican,MO2
James Scoblick,House,PA,Republican,PA1
Melvin Snyder,House,WV,Republican,WV2
Raymond Springer,House,IN,Republican,IN1
William Stevenson,House,WI,Republican,WI3
William Stratton,House,IL,Republican,IL
Frank Sundstrom,House,NJ,Republican,NJ11
Robert Thomason,House,TX,Democrat,TX16
Harve Tibbott,House,PA,Republican,PA26
Robert Twyman,House,IL,Republican,IL9
Arthur Vandenberg,Senate,MI,Republican,MI
Milton West,House,TX,Democrat,TX15
Harold Youngblood,House,MI,Republican,MI14
Orville Zimmerman,House,MO,Democrat,MO1
Joseph Broughton,Senate,NC,Democrat,NC
Vera Bushfield,Senate,SD,Republican,SD
William Feazel,Senate,LA,Democrat,LA
George Bates,House,MA,Republican,MA6
William Benton,Senate,CT,Democrat,CT
Andrew Biemiller,House,WI,Democrat,WI5
Schuyler Bland,House,VA,Democrat,VA1
Sol Bloom,House,NY,Democrat,NY2
William Bolton,House,MD,Democrat,MD2
James Buckley,House,IL,Democrat,IL4
Alfred Bulwinkle,House,NC,Democrat,NC11
Thomas Burke,House,OH,Democrat,OH9
Anthony Cavalcante,House,PA,Democrat,PA23
Virgil Chapman,Senate,KY,Democrat,KY
Chester Chesney,House,IL,Democrat,IL11
Ralph Church,House,IL,Republican,IL13
Robert Coffey,House,PA,Democrat,PA26
Guy Cordon,Senate,OR,Republican,OR
Thurman Crook,House,IN,Democrat,IN3
Harry Darby,Senate,KS,Republican,KS
Harry Davenport,House,PA,Democrat,PA29
John Davies,House,NY,Democrat,NY35
Helen Douglas,House,CA,Democrat,CA14
John Dulles,Senate,NY,Republican,NY
Albert Engel,House,MI,Republican,MI9
Homer Ferguson,Senate,MI,Republican,MI
Guy Gillette,Senate,IA,Democrat,IA
William Gilmer,House,OK,Democrat,OK1
Chester Gorski,House,NY,Democrat,NY44
Martin Gorski,House,IL,Democrat,IL5
Frank Graham,Senate,NC,Democrat,NC
Ben Guill,House,TX,Republican,TX18
James Hare,House,SC,Democrat,SC3
Robert Hendrickson,Senate,NJ,Republican,NJ
Samuel Hobbs,House,AL,Democrat,AL4
Walter Huber,House,OH,Democrat,OH14
Lester Hunt,Senate,WY,Democrat,WY
Andrew Jacobs,House,IN,Democrat,IN11
John Jennings,House,TN,Republican,TN2
Edwin Johnson,Senate,CO,Democrat,CO
Raymond Karst,House,MO,Democrat,MO12
Frank Keefe,House,WI,Republican,WI6
Edward Kruse,House,IN,Democrat,IN4
Jay Le Fevre,House,NY,Republican,NY3
Edward Leahy,Senate,RI,Democrat,RI
William Lemke,House,ND,Republican,ND
John Lesinski,House,MI,Democrat,MI16
Franklin Lichtenwalter,House,PA,Republican,PA8
Neil Linehan,House,IL,Democrat,IL3
John Lodge,House,CT,Republican,CT4
Walter Lynch,House,NY,Democrat,NY23
William Macy,House,NY,Republican,NY1
Vito Marcantonio,House,NY,American Labor,NY18
John Marsalis,House,CO,Democrat,CO3
Burnet Maybank,Senate,SC,Democrat,SC
Rolla McMillen,House,IL,Republican,IL22
John McSweeney,House,OH,Democrat,OH16
Herbert Meyer,House,KS,Republican,KS3
Earl Michener,House,MI,Republican,MI2
John Miles,House,NM,Democrat,NM
Bert Miller,Senate,ID,Democrat,ID
James Noland,House,IN,Democrat,IN7
Mary Norton,House,NJ,Democrat,NJ13
Eugene O’Sullivan,House,NE,Democrat,NE2
Stephen Pace,House,GA,Democrat,GA3
James Peterson,House,FL,Democrat,FL1
Joseph Pfeifer,House,NY,Democrat,NY8
William Pfeiffer,House,NY,Republican,NY42
Dayton Phillips,House,TN,Republican,TN1
Charles Plumley,House,VT,Republican,VT
Robert Rich,House,PA,Republican,PA15
George Sadowski,House,MI,Democrat,MI1
John Sanborn,House,ID,Republican,ID2
Hugo Sims,House,SC,Democrat,SC2
Frederick Smith,House,OH,Republican,OH8
Andrew Somers,House,NY,Democrat,NY1
Anthony Tauriello,House,NY,Democrat,NY43
John Thomas,House,NJ,Republican,NJ7
James Wadsworth,House,NY,Republican,NY41
Earl Wagner,House,OH,Democrat,OH2
John Walsh,House,IN,Democrat,IN5
Richard Welch,House,CA,Republican,CA5
Kenneth Wherry,Senate,NE,Republican,NE
Cecil White,House,CA,Democrat,CA9
Compton White,House,ID,Democrat,ID1
William Whittington,House,MS,Democrat,MS3
George Wilson,House,OK,Democrat,OK8
Chase Woodhouse,House,CT,Democrat,CT2
Francis Worley,House,TX,Democrat,TX18
Earle Clements,Senate,KY,Democrat,KY
Willis Smith,Senate,NC,Democrat,NC
Fred Aandahl,House,ND,Republican,ND
Asa Allen,House,LA,Democrat,LA8
John Anderson,House,CA,Republican,CA8
Orland Armstrong,House,MO,Republican,MO6
Claude Bakewell,House,MO,Republican,MO11
Joseph Bates,House,KY,Democrat,KY8
William Blackney,House,MI,Republican,MI6
Reva Bosone,House,UT,Democrat,UT2
Edward Breen,House,OH,Democrat,OH3
Walter Brehm,House,OH,Republican,OH11
Frank Buchanan,House,PA,Democrat,PA33
Howard Buffett,House,NE,Republican,NE2
Clarence Burton,House,VA,Democrat,VA6
John Butler,House,NY,Republican,NY44
William Byrne,House,NY,Democrat,NY32
Louis Clemente,House,NY,Democrat,NY4
Albert Cole,House,KS,Republican,KS1
Jesse Combs,House,TX,Democrat,TX2
Edward Cox,House,GA,Democrat,GA2
Fred Crawford,House,MI,Republican,MI8
Harmar Denny,House,PA,Republican,PA29
Robert Doughton,House,NC,Democrat,NC9
James Duff,Senate,PA,Republican,PA
Charles Eaton,House,NJ,Republican,NJ5
Charles Elston,House,OH,Republican,OH1
Frank Fellows,House,ME,Republican,ME3
Thomas Fugate,House,VA,Democrat,VA9
John Furcolo,House,MA,Democrat,MA2
Walter George,Senate,GA,Democrat,GA
Wilson Gillette,House,PA,Republican,PA14
Ed Gossett,House,TX,Democrat,TX13
Walter Granger,House,UT,Democrat,UT1
Ernest Greenwood,House,NY,Democrat,NY1
Edwin Hall,House,NY,Republican,NY37
Leonard Hall,House,NY,Republican,NY2
Franck Havenner,House,CA,Democrat,CA4
Erland Hedrick,House,WV,Democrat,WV6
James Heffernan,House,NY,Democrat,NY11
Christian Herter,House,MA,Republican,MA1
Clyde Hoey,Senate,NC,Democrat,NC
Theodore Irving,House,MO,Democrat,MO4
Edward Jenison,House,IL,Republican,IL23
Hamilton Jones,House,NC,Democrat,NC1
John Kee,House,WV,Democrat,WV5
John Kerr,House,NC,Democrat,NC2
Henry Larcade,House,LA,Democrat,LA7
Herbert Lehman,Senate,NY,Democrat,NY
James Lind,House,PA,Democrat,PA21
Clare Magee,House,MO,Democrat,MO1
Patrick McCarran,Senate,NV,Democrat,NV
Christopher McGrath,House,NY,Democrat,NY26
John McGuire,House,CT,Democrat,CT3
Clinton McKinnon,House,CA,Democrat,CA23
Brien McMahon,Senate,CT,Democrat,CT
Chester McMullen,House,FL,Democrat,FL1
Eugene Millikin,Senate,CO,Republican,CO
Hugh Mitchell,House,WA,Democrat,WA1
Arthur Moody,Senate,MI,Democrat,MI
John Murdock,House,AZ,Democrat,AZ1
James Murphy,House,NY,Democrat,NY16
Reid Murray,House,WI,Republican,WI7
Harry O’Neill,House,PA,Democrat,PA1
Donald O’Toole,House,NY,Democrat,NY13
Thomas Pickett,House,TX,Democrat,TX7
Thomas Quinn,House,NY,Democrat,NY5
Robert Ramsay,House,WV,Democrat,WV1
John Rankin,House,MS,Democrat,MS1
Monroe Redden,House,NC,Democrat,NC12
Robert Ross,House,NY,Republican,NY5
Adolph Sabath,House,IL,Democrat,IL7
Lansdale Sasscer,House,MD,Democrat,MD5
George Schwabe,House,OK,Republican,OK1
Hardie Scott,House,PA,Republican,PA3
Frederick Seaton,Senate,NE,Republican,NE
Edward Sittler,House,PA,Republican,PA23
Karl Stefan,House,NE,Republican,NE3
William Stigler,House,OK,Democrat,OK2
Lowell Stockman,House,OR,Republican,OR2
John Sullivan,House,MO,Democrat,MO11
Boyd Tackett,House,AR,Democrat,AR4
Robert Taft,Senate,OH,Republican,OH
Charles Tobey,Senate,NH,Republican,NH
Harry Towe,House,NJ,Republican,NJ9
Thomas Underwood,Senate,KY,Democrat,KY
Richard Vail,House,IL,Republican,IL2
Albert Vaughn,House,PA,Republican,PA8
Philip Welch,House,MO,Democrat,MO3
Herman Welker,Senate,ID,Republican,ID
Thomas Werdel,House,CA,Republican,CA1
John Whitaker,House,KY,Democrat,KY2
John Wood,House,GA,Democrat,GA9
John Wood,House,ID,Republican,ID1
Roy Woodruff,House,MI,Republican,MI1
Edward deGraffenried,House,AL,Democrat,AL6
Dwight Griswold,Senate,NE,Republican,NE
Charles Potter,Senate,MI,Republican,MI
Homer Angell,House,OR,Republican,OR3
Frank Barrett,Senate,WY,Republican,WY
Laurie Battle,House,AL,Democrat,AL9
Cecil Bishop,House,IL,Republican,IL25
Edward Bonin,House,PA,Republican,PA11
Ernest Bramblett,House,CA,Republican,CA13
John Bricker,Senate,OH,Republican,OH
Joseph Bryson,House,SC,Democrat,SC4
Thomas Burke,Senate,OH,Democrat,OH
Fred Busbey,House,IL,Republican,IL3
Hugh Butler,Senate,NE,Republican,NE
Albert Camp,House,GA,Democrat,GA4
Courtney Campbell,House,FL,Democrat,FL1
Kit Clardy,House,MI,Republican,MI6
William Cole,House,MO,Republican,MO6
Robert Condon,House,CA,Democrat,CA6
Robert Crosser,House,OH,Democrat,OH21
Wesley D’Ewart,House,MT,Republican,MT2
Marion Daniel,Senate,TX,Democrat,TX
Joseph Farrington,House,HI,Republican,HI
Ralph Flanders,Senate,VT,Republican,VT
James Golden,House,KY,Republican,KY8
Angier Goodwin,House,MA,Republican,MA8
Louis Graham,House,PA,Republican,PA25
Harold Hagen,House,MN,Republican,MN9
Edward Hart,House,NJ,Democrat,NJ14
Louis Heller,House,NY,Democrat,NY8
Jeffrey Hillelson,House,MO,Republican,MO4
Charles Howell,House,NJ,Democrat,NJ4
Merlin Hull,House,WI,Republican,WI9
Allan Hunter,House,CA,Republican,CA12
Irving Ives,Senate,NY,Republican,NY
William Jenner,Senate,IN,Republican,IN
Edgar Jonas,House,IL,Republican,IL12
Charles Kersten,House,WI,Republican,WI5
Harley Kilgore,Senate,WV,Democrat,WV
William Knowland,Senate,CA,Republican,CA
William Langer,Senate,ND,Republican,ND
William Lantaff,House,FL,Democrat,FL4
Wingate Lucas,House,TX,Democrat,TX12
John Lyle,House,TX,Democrat,TX14
George Malone,Senate,NV,Republican,NV
Edward Martin,Senate,PA,Republican,PA
Joseph McCarthy,Senate,WI,Republican,WI
D. Merrill,House,IN,Republican,IN8
Howard Miller,House,KS,Democrat,KS1
George O’Brien,House,MI,Democrat,MI13
Charles Oakman,House,MI,Republican,MI17
Harold Patten,House,AZ,Democrat,AZ2
Frederick Payne,Senate,ME,Republican,ME
C. Poulson,House,CA,Republican,CA24
William Purtell,Senate,CT,Republican,CT
Henry Reams,House,OH,Independent,OH9
Kenneth Regan,House,TX,Democrat,TX16
Dwight Rogers,House,FL,Democrat,FL6
Franklin Roosevelt,House,NY,Democrat,NY2
Paul Shafer,House,MI,Republican,MI3
Frank Small,House,MD,Republican,MD5
Howard Smith,Senate,NJ,Republican,NJ
Thomas Stanley,House,VA,Democrat,VA5
Douglas Stringfellow,House,UT,Republican,UT1
James Sutton,House,TN,Democrat,TN6
Edward Thye,Senate,MN,Republican,MN
Robert Upton,Senate,NH,Republican,NH
Herbert Warburton,House,DE,Republican,DE
Arthur Watkins,Senate,UT,Republican,UT
Alvin Weichel,House,OH,Republican,OH13
William Wheeler,House,GA,Democrat,GA8
Joseph Wilson,House,TX,Democrat,TX5
Garrett Withers,House,KY,Democrat,KY2
Samuel Yorty,House,CA,Democrat,CA26
Hazel Abel,Senate,NE,Republican,NE
George Bender,Senate,OH,Republican,OH
Eva Bowring,Senate,NE,Republican,NE
Ernest Brown,Senate,NV,Republican,NV
Edward Crippa,Senate,WY,Republican,WY
Charles Daniel,Senate,SC,Democrat,SC
Joseph O’Mahoney,Senate,WY,Democrat,WY
Samuel Reynolds,Senate,NE,Republican,NE
William Scott,Senate,NC,Democrat,NC
Alben Barkley,Senate,KY,Democrat,KY
John Bell,House,TX,Democrat,TX14
Henry Bridges,Senate,NH,Republican,NH
Vera Buchanan,House,PA,Democrat,PA3
Maurice Burnside,House,WV,Democrat,WV4
Frank Carlyle,House,NC,Democrat,NC7
Jackson Chase,House,NE,Republican,NE2
Richard Chatham,House,NC,Democrat,NC5
Samuel Coon,House,OR,Republican,OR2
Shepard Crumpacker,House,IN,Republican,IN3
Irwin Davidson,House,NY,Democrat,NY2
Charles Deane,House,NC,Democrat,NC8
John Dingell,House,MI,Democrat,MI15
James Dolliver,House,IA,Republican,IA6
George Dondero,House,MI,Republican,MI18
James Donovan,House,NY,Democrat,NY18
Mathew Ellsworth,House,OR,Republican,OR4
Mary Farrington,House,HI,Republican,HI
Antonio Fernández,House,NM,Democrat,NM
Sidney Fine,House,NY,Democrat,NY22
Orvin Fjare,House,MT,Republican,MT2
Joseph Frear,Senate,DE,Democrat,DE
Ralph Gamble,House,NY,Republican,NY26
Brady Gentry,House,TX,Democrat,TX3
William Granahan,House,PA,Democrat,PA2
Theodore Green,Senate,RI,Democrat,RI
Thomas Hand,House,NJ,Republican,NJ2
Donald Hayworth,House,MI,Democrat,MI6
John Hinshaw,House,CA,Republican,CA2
Richard Hoffman,House,IL,Republican,IL1
Clifford Hope,House,KS,Republican,KS5
Justin Johnson,House,CA,Republican,CA11
Woodrow Jones,House,NC,Democrat,NC11
Karl King,House,PA,Republican,PA8
Arthur Klein,House,NY,Democrat,NY19
Harold Lovre,House,SD,Republican,SD1
Thomas Martin,Senate,IA,Republican,IA
James Murray,House,IL,Democrat,IL3
James Murray,Senate,MT,Democrat,MT
Matthew Neely,Senate,WV,Democrat,WV
Charles Nelson,House,ME,Republican,ME2
Richard Neuberger,Senate,OR,Democrat,OR
John Phillips,House,CA,Republican,CA29
James Priest,House,TN,Democrat,TN5
Chauncey Reed,House,IL,Republican,IL14
James Richards,House,SC,Democrat,SC5
Dewey Short,House,MO,Republican,MO7
Ruth Thompson,House,MI,Republican,MI9
Thomas Tumulty,House,NJ,Democrat,NJ14
Harold Velde,House,IL,Republican,IL18
Jesse Wolcott,House,MI,Republican,MI7
Clarence Young,House,NV,Republican,NV
Robert Humphreys,Senate,KY,Democrat,KY
William Laird,Senate,WV,Democrat,WV
William Revercomb,Senate,WV,Republican,WV
Thomas Wofford,Senate,SC,Democrat,SC
John Allen,House,CA,Republican,CA7
August AndreSenate,House,MN,Republican,MN1
John Beamer,House,IN,Republican,IN5
James Bowler,House,IL,Democrat,IL7
Charles Brownson,House,IN,Republican,IN11
Usher Burdick,House,ND,Republican,ND
Prescott Bush,Senate,CT,Republican,CT
John Butler,Senate,MD,Republican,MD
Emmet Byrne,House,IL,Republican,IL3
Homer Capehart,Senate,IN,Republican,IN
Joseph Carrigg,House,PA,Republican,PA1
John Carroll,Senate,CO,Democrat,CO
Francis Case,Senate,SD,Republican,SD
Earl Chudoff,House,PA,Democrat,PA4
Cliff Clevenger,House,OH,Republican,OH5
William Cole,House,NY,Republican,NY37
Jere Cooper,House,TN,Democrat,TN8
Frederic Coudert,House,NY,Republican,NY17
Albert Cretella,House,CT,Republican,CT3
Paul Cunningham,House,IA,Republican,IA5
William Dawson,House,UT,Republican,UT2
Vincent Dellay,House,NJ,Democrat,NJ14
John Dempsey,House,NM,Democrat,NM
David Dennison,House,OH,Republican,OH11
James Devereux,House,MD,Republican,MD2
Martin Dies,House,TX,Democrat,TX
Herman Eberharter,House,PA,Democrat,PA28
Myron George,House,KS,Republican,KS3
Thomas Gordon,House,IL,Democrat,IL8
Noble Gregory,House,KY,Democrat,KY1
Ralph Gwinn,House,NY,Republican,NY27
Robert Hale,House,ME,Republican,ME1
Cecil Harden,House,IN,Republican,IN6
Robert Harrison,House,NE,Republican,NE3
Harry Haskell,House,DE,Republican,DE
Lawrence Hays,House,AR,Democrat,AR5
Thomas Hennings,Senate,MO,Democrat,MO
John Heselton,House,MA,Republican,MA1
William Hill,House,CO,Republican,CO2
Patrick Hillings,House,CA,Republican,CA25
Otis Holmes,House,WA,Republican,WA4
DeWitt Hyde,House,MD,Republican,MD6
Benjamin James,House,PA,Republican,PA7
Thomas Jenkins,House,OH,Republican,OH1
Robert Kean,House,NJ,Republican,NJ12
Bernard Kearney,House,NY,Republican,NY32
Russell Keeney,House,IL,Republican,IL14
Augustine Kelley,House,PA,Democrat,PA21
Coya Knutson,House,MN,Democrat,MN9
Otto Krueger,House,ND,Republican,ND
Henderson Lanham,House,GA,Democrat,GA7
Henry Latham,House,NY,Republican,NY4
Karl Le Compte,House,IA,Republican,IA4
George Long,House,LA,Democrat,LA8
Edwin May,House,CT,Republican,CT1
Samuel McConnell,House,PA,Republican,PA13
J. McGregor,House,OH,Republican,OH17
Robert McIntosh,House,MI,Republican,MI7
William McVey,House,IL,Republican,IL4
Arthur Miller,House,NE,Republican,NE4
Edward Miller,House,MD,Republican,MD1
Albert Morano,House,CT,Republican,CT4
William Neal,House,WV,Republican,WV4
Donald Nicholson,House,MA,Republican,MA9
F. Nimtz,House,IN,Republican,IN3
Joseph O’Hara,House,MN,Republican,MN2
James Patterson,House,CT,Republican,CT5
Edmund Radwan,House,NY,Republican,NY41
Edward Robeson,House,VA,Democrat,VA1
John Robsion,House,KY,Republican,KY3
Antoni Sadlak,House,CT,Republican,CT
Errett Scrivner,House,KS,Republican,KS2
Hubert Scudder,House,CA,Republican,CA1
Timothy Sheehan,House,IL,Republican,IL11
George Shuford,House,NC,Democrat,NC12
Alfred Sieminski,House,NJ,Democrat,NJ13
Sidney Simpson,House,IL,Republican,IL2
Lawrence Smith,House,WI,Republican,WI1
Simon Stauffer,House,PA,Republican,PA19
Henry Talle,House,IA,Republican,IA2
Donald Tewes,House,WI,Republican,WI2
John Vorys,House,OH,Republican,OH12
Charles Vursell,House,IL,Republican,IL23
Richard Wigglesworth,House,MA,Republican,MA13
Alexander Wiley,Senate,WI,Republican,WI
William Williams,House,NY,Republican,NY34
Charles Wolverton,House,NJ,Republican,NJ1
John Hoblitzell,Senate,WV,Republican,WV
Leo Allen,House,IL,Republican,IL16
LeRoy Anderson,House,MT,Democrat,MT2
Graham Barden,House,NC,Democrat,NC3
Joseph Barr,House,IN,Democrat,IN11
Albert Baumhart,House,OH,Republican,OH13
James Beall,Senate,MD,Republican,MD
Alvin Bentley,House,MI,Republican,MI8
Albert Bosch,House,NY,Republican,NY5
Chester Bowles,House,CT,Democrat,CT2
Charles Boyle,House,IL,Democrat,IL12
Lawrence Brock,House,NE,Democrat,NE3
Charles Brown,House,MO,Democrat,MO7
Paul Brown,House,GA,Democrat,GA1
Clarence Brunsdale,Senate,ND,Republican,ND
Hamer Budge,House,ID,Republican,ID2
John Burns,House,HI,Democrat,HI
Alvin Bush,House,PA,Republican,PA17
Harry Byrd,Senate,VA,Democrat,VA
Gordon Canfield,House,NJ,Republican,NJ8
Albert Carnahan,House,MO,Democrat,MO8
Steven Carter,House,IA,Democrat,IA4
Dennis Chavez,Senate,NM,Democrat,NM
George Christopher,House,MO,Democrat,MO4
Frank Coffin,House,ME,Democrat,ME2
Henry Dixon,House,UT,Republican,UT1
Isidore Dollinger,House,NY,Democrat,NY23
Francis Dorn,House,NY,Republican,NY12
Carl Durham,House,NC,Democrat,NC6
Douglas Elliott,House,PA,Republican,PA18
Clair Engle,Senate,CA,Democrat,CA
Gerald Flynn,House,WI,Democrat,WI1
John Foley,House,MD,Democrat,MD6
Aime Forand,House,RI,Democrat,RI1
Newell George,House,KS,Democrat,KS2
David Hall,House,NC,Democrat,NC12
Denver Hargis,House,KS,Democrat,KS3
Randall Harmon,House,IN,Democrat,IN1
John Henderson,House,OH,Republican,OH15
William Hess,House,OH,Republican,OH2
Earl Hogan,House,IN,Democrat,IN9
Joseph Holt,House,CA,Republican,CA22
Donald Jackson,House,CA,Republican,CA16
Byron Johnson,House,CO,Democrat,CO2
George Kasem,House,CA,Democrat,CA25
Kenneth Keating,Senate,NY,Republican,NY
John Lafore,House,PA,Republican,PA13
Robert Levering,House,OH,Democrat,OH17
Oren Long,Senate,HI,Democrat,HI
Russell Mack,House,WA,Republican,WA3
Donald McGinley,House,NE,Democrat,NE4
William Meyer,House,VT,Democrat,VT
Ward Miller,House,OH,Republican,OH6
Harlan Mitchell,House,GA,Democrat,GA7
Toby Morris,House,OK,Democrat,OK6
James Oliver,House,ME,Democrat,ME1
James Polk,House,OH,Democrat,OH6
Charles Porter,House,OR,Democrat,OR4
Prince Preston,House,GA,Democrat,GA1
Stanley Prokop,House,PA,Democrat,PA1
James Quigley,House,PA,Democrat,PA19
Daniel Reed,House,NY,Republican,NY43
Edward Rees,House,KS,Republican,KS4
Edith Rogers,House,MA,Republican,MA5
Edna Simpson,House,IL,Republican,IL2
Richard Simpson,House,PA,Republican,PA18
Wint Smith,House,KS,Republican,KS6
Dean Taylor,House,NY,Republican,NY31
Ludwig Teller,House,NY,Democrat,NY2
Edwin Thomson,House,WY,Republican,WY
Stuyvesant Wainwright,House,NY,Republican,NY1
Fred Wampler,House,IN,Democrat,IN6
Roy Wier,House,MN,Democrat,MN3
Gardner Withrow,House,WI,Republican,WI3
Leonard Wolf,House,IA,Democrat,IA2
Hall Lusk,Senate,OR,Democrat,OR
Maurine Neuberger,Senate,OR,Democrat,OR
Benjamin Smith,Senate,MA,Democrat,MA
Hugh Addonizio,House,NJ,Democrat,NJ11
Hugh Alexander,House,NC,Democrat,NC9
Thomas Alford,House,AR,Democrat,AR5
Herman AnderSenate,House,MN,Republican,MN7
Victor Anfuso,House,NY,Democrat,NY8
Cleveland Bailey,House,WV,Democrat,WV3
Perkins Bass,House,NH,Republican,NH2
William Blakley,Senate,TX,Democrat,TX
Iris Blitch,House,GA,Democrat,GA8
Frank Boykin,House,AL,Democrat,AL1
James Breeding,House,KS,Democrat,KS5
Overton Brooks,House,LA,Democrat,LA4
Frank Burke,House,KY,Democrat,KY3
Robert Chiperfield,House,IL,Republican,IL19
Marguerite Church,House,IL,Republican,IL13
Merwin Coad,House,IA,Democrat,IA6
Robert Cook,House,OH,Democrat,OH11
Laurence Curtis,House,MA,Republican,MA1
James Davis,House,GA,Democrat,GA5
Edwin Dooley,House,NY,Republican,NY26
Paul Douglas,Senate,IL,Democrat,IL
Edwin Durno,House,OR,Republican,OR4
Henry Dworshak,Senate,ID,Republican,ID
Ivor Fenton,House,PA,Republican,PA12
James Frazier,House,TN,Democrat,TN3
Peter Garland,House,ME,Republican,ME1
Kathryn Granahan,House,PA,Democrat,PA2
Burr Harrison,House,VA,Democrat,VA7
John Hickey,Senate,WY,Democrat,WY
Edgar Hiestand,House,CA,Republican,CA21
Clare Hoffman,House,MI,Republican,MI4
Lester Holtzman,House,NY,Democrat,NY6
Frank Ikard,House,TX,Democrat,TX13
Thomas Johnson,House,MD,Democrat,MD1
Walter Judd,House,MN,Republican,MN5
Carroll Kearns,House,PA,Republican,PA24
Carey Kefauver,Senate,TN,Democrat,TN
Robert Kerr,Senate,OK,Democrat,OK
Paul Kilday,House,TX,Democrat,TX2
Alvin Kitchin,House,NC,Democrat,NC8
Frank Kowalski,House,CT,Democrat,CT
Thomas Lane,House,MA,Democrat,MA7
Joseph Loser,House,TN,Democrat,TN5
Thaddeus Machrowicz,House,MI,Democrat,MI1
Peter Mack,House,IL,Democrat,IL21
Donald Magnuson,House,WA,Democrat,WA7
Fred Marshall,House,MN,Democrat,MN6
Noah Mason,House,IL,Republican,IL15
Gordon McDonough,House,CA,Republican,CA15
Patrick McNamara,Senate,MI,Democrat,MI
Harold McSween,House,LA,Democrat,LA8
Walter McVey,House,KS,Republican,KS3
Chester Merrow,House,NH,Republican,NH1
Clement Miller,House,CA,Democrat,CA1
Tom Moorehead,House,OH,Republican,OH15
Morgan Moulder,House,MO,Democrat,MO11
Walter Mumma,House,PA,Republican,PA16
Maurice Murphy,Senate,NH,Republican,NH
Catherine Norrell,House,AR,Democrat,AR6
William Norrell,House,AR,Democrat,AR6
Morris Peterson,House,UT,Democrat,UT1
Gracie Pfost,House,ID,Democrat,ID1
Louis Rabaut,House,MI,Democrat,MI14
John Ray,House,NY,Republican,NY15
Samuel Rayburn,House,TX,Democrat,TX4
Brazilla Reece,House,TN,Republican,TN1
Louise Reece,House,TN,Republican,TN1
Corinne Riley,House,SC,Democrat,SC2
John Riley,House,SC,Democrat,SC2
Absalom Robertson,Senate,VA,Democrat,VA
J. Rutherford,House,TX,Democrat,TX16
Leverett Saltonstall,Senate,MA,Republican,MA
Alfred Santangelo,House,NY,Democrat,NY18
Dalip Saund,House,CA,Democrat,CA29
Gordon Scherer,House,OH,Republican,OH1
Andrew Schoeppel,Senate,KS,Republican,KS
William Scranton,House,PA,Republican,PA1
Horace Seely-Brown,House,CT,Republican,CT2
Frank Smith,House,MS,Democrat,MS3
Brent Spence,House,KY,Democrat,KY5
John Taber,House,NY,Republican,NY36
Stewart Udall,House,AZ,Democrat,AZ2
James Van Zandt,House,PA,Republican,PA2
Phillip Weaver,House,NE,Republican,NE1
Jessica Weis,House,NY,Republican,NY38
Herbert Zelenko,House,NY,Democrat,NY21
John Kennedy,Senate,MA,Democrat,MA
Joseph Bottum,Senate,SD,Republican,SD
Edwin Mechem,Senate,NM,Republican,NM
Milward Simpson,Senate,WY,Republican,WY
Homer Abele,House,OH,Republican,OH1
Bruce Alger,House,TX,Republican,TX5
James Auchincloss,House,NJ,Republican,NJ3
William Avery,House,KS,Republican,KS2
Howard Baker,House,TN,Republican,TN2
Irene Baker,House,TN,Republican,TN2
Robert Barry,House,NY,Republican,NY25
